Moment,Reaction,Offensiveness,Responsibility
You discover that your starting salary is lower than your colleague's despite having the same job title.,Shrug it off. What doesn't kill you makes you stronger.,-0.29,2.28
"Your boss tells you to use Photoshop to make the company's PR materials ""more multiracial.""",Shrug it off. What doesn't kill you makes you stronger.,1.74,0.68
"Your boss tells you to use Photoshop to make the company's PR materials ""more multiracial.""","Smile and nod, just smile and nod.",-0.09,2.30
"Your colleague talks about his cats incessantly. Seriously, he won't stop.",Plead the Fifth. Snitches get stitches.,0.10,1.44
A disgruntled co-worker calls you retarded during a heated debate.,Phone a friend.,-0.02,1.15
You're using the only bathroom stall when someone runs in and frantically knocks on the door.,Call together an office meeting.,0.22,0.35
"You repeatedly motion to a co-worker that he's got something on his face. He finally shouts, ""It's a mole!""",Forgive and forget.,0.30,1.26
There's a picture with your face photoshopped onto a naked model posted in the stairwell.,"Smile and nod, just smile and nod.",1.00,0.49
"You forget to include a vegetarian option at the work BBQ. The company president, a vegetarian, is coming.",Forgive and forget.,-0.15,0.55
"A new technology innovation committee is formed, and you realize that no one over the age of 50 was invited to join.",Apologize profusely.,0.50,2.44
Your boss is in the bathroom stall next to you and starts a conversation.,Shrug it off. What doesn't kill you makes you stronger.,-0.10,3.21
You get nervous and fake a British accent during your interview--and you get hired.,Phone a friend.,0.19,0.38
"You and a colleague try to sidestep each other in a crowded hallway, but you both step in the same direction. Twice.",Shrug it off. What doesn't kill you makes you stronger.,-0.82,2.91
"Your boss always makes a point to ask the minority employees for the their ""unique"" perspective.",Forgive and forget.,0.43,1.76
"You refer to your new colleague as ""sir"" and she corrects you.",Phone a friend.,0.76,0.40
"Your colleague talks about his cats incessantly. Seriously, he won't stop.","Smile and nod, just smile and nod.",-0.29,3.32
You start telling a joke and realize halfway through you've forgotten the punch line.,Phone a friend.,-0.04,0.88
You start telling a joke and realize halfway through you've forgotten the punch line.,Pretend you didn't notice.,-0.46,1.49
"You say, ""Nice to meet you,"" to a visiting client. She replies, ""We've actually met. Twice.""",Call together an office meeting.,0.17,0.32
An unknown co-worker always leaves used tissues on the conference table.,File a complaint with HR.,-0.01,1.81
Your boss is in the bathroom stall next to you and starts a conversation.,File a complaint with HR.,0.60,0.21
"Your phone autocorrected ""six"" to ""sex"" in a text to your boss.",Apologize profusely.,-0.48,4.84
Your boss is in the bathroom stall next to you and starts a conversation.,Apologize profusely.,0.21,1.12
"You repeatedly motion to a co-worker that he's got something on his face. He finally shouts, ""It's a mole!""",Apologize profusely.,-0.29,3.87
A disgruntled co-worker calls you retarded during a heated debate.,"Smile and nod, just smile and nod.",0.50,1.24
There's a picture with your face photoshopped onto a naked model posted in the stairwell.,Shrug it off. What doesn't kill you makes you stronger.,-0.13,0.90
"When your boss announces that there will be no holiday bonuses, your colleague says, ""Well, that's gay.""","Smile and nod, just smile and nod.",1.17,0.49
There's a picture with your face photoshopped onto a naked model posted in the stairwell.,Call together an office meeting.,0.26,5.36
You realize too late that the office banquet you planned is happening over Ramadan--while a colleague will be fasting.,Call together an office meeting.,-0.00,2.97
"You suggest a meeting over coffee, and your boss assumes it's a date.",Forgive and forget.,0.79,1.30
You discover that your starting salary is lower than your colleague's despite having the same job title.,Plead the Fifth. Snitches get stitches.,0.05,2.17
Your boss refers to the custodian as Juan. His name is John.,Forgive and forget.,0.42,2.10
"When you bend over to tie your shoe, your pants split open. You really wish you hadn't worn those bright pink undies.",Pretend you didn't notice.,0.37,1.16
You realize too late that the wireless presentation microphone is still on during your bathroom break.,Apologize profusely.,0.11,3.55
You reply to a co-worker before realizing he was actually talking on his Bluetooth.,Forgive and forget.,-0.62,4.46
An unknown co-worker always leaves used tissues on the conference table.,Pretend you didn't notice.,0.25,1.11
"You say, ""Nice to meet you,"" to a visiting client. She replies, ""We've actually met. Twice.""",Apologize profusely.,-0.47,3.92
"A new technology innovation committee is formed, and you realize that no one over the age of 50 was invited to join.",Forgive and forget.,1.26,1.86
"When a co-worker announces she's leaving early for a funeral, you instinctively say, ""Have fun!""",Phone a friend.,0.14,0.63
"When a co-worker announces she's leaving early for a funeral, you instinctively say, ""Have fun!""",Go to your happy place.,1.14,0.85
"When you bend over to tie your shoe, your pants split open. You really wish you hadn't worn those bright pink undies.",Plead the Fifth. Snitches get stitches.,0.51,1.19
You realize too late that the wireless presentation microphone is still on during your bathroom break.,File a complaint with HR.,0.97,0.37
Your boss is the horrible blind date that your friend still complains about...,"Smile and nod, just smile and nod.",0.14,2.46
"A new technology innovation committee is formed, and you realize that no one over the age of 50 was invited to join.","Smile and nod, just smile and nod.",1.41,0.37
"A new technology innovation committee is formed, and you realize that no one over the age of 50 was invited to join.",Pretend you didn't notice.,1.69,0.85
You reply to a co-worker before realizing he was actually talking on his Bluetooth.,Call together an office meeting.,0.48,0.55
Your boss tells you that rainbow flags are unprofessional.,Forgive and forget.,1.21,2.29
"You forget to include a vegetarian option at the work BBQ. The company president, a vegetarian, is coming.",File a complaint with HR.,0.53,0.24
"You're showing colleagues your vacation photos, but you forgot about the nude selfie.",Plead the Fifth. Snitches get stitches.,0.89,-0.57
"Your boss tells you to use Photoshop to make the company's PR materials ""more multiracial.""",File a complaint with HR.,-0.15,1.80
"A co-worker is proudly showing off his new ""Never don't give up"" tattoo.",Phone a friend.,0.05,-0.27
There's a picture with your face photoshopped onto a naked model posted in the stairwell.,Phone a friend.,-0.87,0.38
You start telling a joke and realize halfway through you've forgotten the punch line.,Go to your happy place.,-1.28,0.79
"When a co-worker announces she's leaving early for a funeral, you instinctively say, ""Have fun!""",Call together an office meeting.,-0.54,-0.32
"Your boss always makes a point to ask the minority employees for the their ""unique"" perspective.",Shrug it off. What doesn't kill you makes you stronger.,0.20,0.04
You try to show off by greeting your new colleague in fluent Chinese. She's Korean.,Apologize profusely.,-0.67,3.22
You're using the only bathroom stall when someone runs in and frantically knocks on the door.,Apologize profusely.,-1.15,2.16
"You refer to your new colleague as ""sir"" and she corrects you.",Call together an office meeting.,1.55,-0.54
"When you can't remember a name, you laugh and say, ""Oops, senior moment,"" before realizing that the colleagues you're talking to are over 65.",Phone a friend.,1.09,-0.62
"You say, ""Nice to meet you,"" to a visiting client. She replies, ""We've actually met. Twice.""",Pretend you didn't notice.,-0.08,0.83
Your boss is in the bathroom stall next to you and starts a conversation.,"Smile and nod, just smile and nod.",-0.86,2.58
"You and a colleague try to sidestep each other in a crowded hallway, but you both step in the same direction. Twice.",Pretend you didn't notice.,-1.16,2.50
"You're showing colleagues your vacation photos, but you forgot about the nude selfie.",Phone a friend.,0.52,-0.36
"You and a colleague try to sidestep each other in a crowded hallway, but you both step in the same direction. Twice.",Apologize profusely.,-1.23,4.07
"When you bend over to tie your shoe, your pants split open. You really wish you hadn't worn those bright pink undies.",File a complaint with HR.,0.21,-0.96
"Your blind colleague tells you about her recent promotion. You hold up your hand and say, ""High five!""","Smile and nod, just smile and nod.",1.68,-0.20
You realize too late that the office banquet you planned is happening over Ramadan--while a colleague will be fasting.,Go to your happy place.,0.04,-0.32
"You say, ""Nice to meet you,"" to a visiting client. She replies, ""We've actually met. Twice.""",Shrug it off. What doesn't kill you makes you stronger.,0.30,0.16
